verb	subject	tense	frame	sentence1	sentence2	negraising	acceptability
gratify	third	present	NP be V to VP[+eventive]	A particular person isn't gratified to do a particular thing.	That person is gratified not to do that thing.	0.3447447	0.46665365
gratify	third	present	NP be V to VP[-eventive]	A particular person isn't gratified to have a particular thing.	That person is gratified not to have that thing.	0.40315852	0.5110191
grieve	first	past	NP V that S	I didn't grieve that a particular thing happened.	I grieved that that thing didn't happen.	0.4176775	0.49478915
grieve	first	past	NP V to VP[-eventive]	I didn't grieve to have a particular thing.	I grieved not to have that thing.	0.26726457	0.51650006
grieve	first	past	NP be V that S	I wasn't grieved that a particular thing happened.	I was grieved that that thing didn't happen.	0.31186277	0.51614267
grieve	first	past	NP be V to VP[+eventive]	I wasn't grieved to do a particular thing.	I was grieved not to do that thing.	0.3785276	0.482699
grieve	first	past	NP be V to VP[-eventive]	I wasn't grieved to have a particular thing.	I was grieved not to have that thing.	0.3295555	0.49915135
grieve	first	present	NP V that S	I don't grieve that a particular thing happened.	I grieve that that thing didn't happen.	0.31590578	0.61401576
grieve	first	present	NP be V that S	I'm not grieved that a particular thing happened.	I'm grieved that that thing didn't happen.	0.22421505	0.50080776
grieve	third	past	NP V that S	A particular person didn't grieve that a particular thing happened.	That person grieved that that thing didn't happen.	0.36437377	0.49436682
grieve	third	past	NP V to VP[-eventive]	A particular person didn't grieve to have a particular thing.	That person grieved not to have that thing.	0.28111577	0.2807995
grieve	third	past	NP be V that S	A particular person wasn't grieved that a particular thing happened.	That person was grieved that that thing didn't happen.	0.2853982	0.5346906
grieve	third	past	NP be V to VP[+eventive]	A particular person wasn't grieved to do a particular thing.	That person was grieved not to do that thing.	0.20512857	0.51696235
grieve	third	past	NP be V to VP[-eventive]	A particular person wasn't grieved to have a particular thing.	That person was grieved not to have that thing.	0.3280334	0.432449
grieve	third	present	NP V that S	A particular person doesn't grieve that a particular thing happened.	That person grieves that that thing didn't happen.	0.24531436	0.49847463
grieve	third	present	NP be V that S	A particular person isn't grieved that a particular thing happened.	That person is grieved that that thing didn't happen.	0.1134104	0.6076156
grill	first	past	NP be V to VP[+eventive]	I wasn't grilled to do a particular thing.	I was grilled not to do that thing.	0.23979586	0.46159172
grill	third	past	NP be V to VP[+eventive]	A particular person wasn't grilled to do a particular thing.	That person was grilled not to do that thing.	0.29927897	0.49342385
grimace	first	past	NP V that S	I didn't grimace that a particular thing happened.	I grimaced that that thing didn't happen.	0.3822926	0.507419
grimace	first	present	NP V that S	I don't grimace that a particular thing happened.	I grimace that that thing didn't happen.	0.39736888	0.47346827
grimace	third	past	NP V that S	A particular person didn't grimace that a particular thing happened.	That person grimaced that that thing didn't happen.	0.30983225	0.44628385
grimace	third	present	NP V that S	A particular person doesn't grimace that a particular thing happened.	That person grimaces that that thing didn't happen.	0.26913378	0.46038222
grin	first	past	NP V that S	I didn't grin that a particular thing happened.	I grinned that that thing didn't happen.	0.34501603	0.4486438
grin	first	past	NP V to VP[-eventive]	I didn't grin to have a particular thing.	I grinned not to have that thing.	0.2610759	0.44965914
grin	third	past	NP V that S	A particular person didn't grin that a particular thing happened.	That person grinned that that thing didn't happen.	0.4152235	0.56868505
grin	third	past	NP V to VP[-eventive]	A particular person didn't grin to have a particular thing.	That person grinned not to have that thing.	0.24955225	0.16254857
gripe	first	past	NP V that S	I didn't gripe that a particular thing happened.	I griped that that thing didn't happen.	0.27493736	0.790534
gripe	first	past	NP V to VP[+eventive]	I didn't gripe to do a particular thing.	I griped not to do that thing.	0.201114	0.52312106
gripe	third	past	NP V that S	A particular person didn't gripe that a particular thing happened.	That person griped that that thing didn't happen.	0.2194057	0.61402655
gripe	third	past	NP V to VP[+eventive]	A particular person didn't gripe to do a particular thing.	That person griped not to do that thing.	0.34517968	0.48386332
groan	first	past	NP V that S	I didn't groan that a particular thing happened.	I groaned that that thing didn't happen.	0.3798946	0.44104543
groan	first	past	NP V to VP[+eventive]	I didn't groan to do a particular thing.	I groaned not to do that thing.	0.25629997	0.5311814
groan	first	past	NP V to VP[-eventive]	I didn't groan to have a particular thing.	I groaned not to have that thing.	0.33112103	0.42761317
groan	first	present	NP V that S	I don't groan that a particular thing happened.	I groan that that thing didn't happen.	0.3069049	0.46499324
groan	third	past	NP V that S	A particular person didn't groan that a particular thing happened.	That person groaned that that thing didn't happen.	0.21667722	0.4534412
groan	third	past	NP V to VP[+eventive]	A particular person didn't groan to do a particular thing.	That person groaned not to do that thing.	0.3502503	0.44905135
groan	third	past	NP V to VP[-eventive]	A particular person didn't groan to have a particular thing.	That person groaned not to have that thing.	0.2790824	0.4732809
groan	third	present	NP V that S	A particular person doesn't groan that a particular thing happened.	That person groans that that thing didn't happen.	0.37121132	0.38814068
grouse	first	past	NP V that S	I didn't grouse that a particular thing happened.	I groused that that thing didn't happen.	0.49875867	0.55943847
grouse	third	past	NP V that S	A particular person didn't grouse that a particular thing happened.	That person groused that that thing didn't happen.	0.26952386	0.101456486
growl	first	past	NP V that S	I didn't growl that a particular thing happened.	I growled that that thing didn't happen.	0.22500487	0.42116433
growl	first	past	NP V to VP[+eventive]	I didn't growl to do a particular thing.	I growled not to do that thing.	0.29981998	0.32665083
growl	first	past	NP V to VP[-eventive]	I didn't growl to have a particular thing.	I growled not to have that thing.	0.30292004	0.39380437
growl	first	present	NP V that S	I don't growl that a particular thing happened.	I growl that that thing didn't happen.	0.4094284	0.47926435
growl	first	present	NP V to VP[+eventive]	I don't growl to do a particular thing.	I growl not to do that thing.	0.3079721	0.1770359
growl	first	present	NP V to VP[-eventive]	I don't growl to have a particular thing.	I growl not to have that thing.	0.4007189	0.5036885
growl	third	past	NP V that S	A particular person didn't growl that a particular thing happened.	That person growled that that thing didn't happen.	0.4191241	0.40843326
growl	third	past	NP V to VP[+eventive]	A particular person didn't growl to do a particular thing.	That person growled not to do that thing.	0.32281968	0.5160047
growl	third	past	NP V to VP[-eventive]	A particular person didn't growl to have a particular thing.	That person growled not to have that thing.	0.1683937	0.46425003
growl	third	present	NP V that S	A particular person doesn't growl that a particular thing happened.	That person growls that that thing didn't happen.	0.3305178	0.48292142
growl	third	present	NP V to VP[+eventive]	A particular person doesn't growl to do a particular thing.	That person growls not to do that thing.	0.4227395	0.222252
growl	third	present	NP V to VP[-eventive]	A particular person doesn't growl to have a particular thing.	That person growls not to have that thing.	0.34435213	0.3839085
grumble	first	past	NP V that S	I didn't grumble that a particular thing happened.	I grumbled that that thing didn't happen.	0.35253912	0.66427416
grumble	first	past	NP V to VP[+eventive]	I didn't grumble to do a particular thing.	I grumbled not to do that thing.	0.16330642	0.41648927
grumble	first	past	NP V to VP[-eventive]	I didn't grumble to have a particular thing.	I grumbled not to have that thing.	0.24030463	0.52431744
grumble	first	present	NP V that S	I don't grumble that a particular thing happened.	I grumble that that thing didn't happen.	0.15887043	0.61982536
grumble	first	present	NP V to VP[-eventive]	I don't grumble to have a particular thing.	I grumble not to have that thing.	0.1816174	0.43723294
grumble	third	past	NP V that S	A particular person didn't grumble that a particular thing happened.	That person grumbled that that thing didn't happen.	0.40913302	0.50687957
grumble	third	past	NP V to VP[+eventive]	A particular person didn't grumble to do a particular thing.	That person grumbled not to do that thing.	0.31776354	0.5100047
grumble	third	past	NP V to VP[-eventive]	A particular person didn't grumble to have a particular thing.	That person grumbled not to have that thing.	0.12202596	0.4509154
grumble	third	present	NP V that S	A particular person doesn't grumble that a particular thing happened.	That person grumbles that that thing didn't happen.	0.33299726	0.44233757
grumble	third	present	NP V to VP[-eventive]	A particular person doesn't grumble to have a particular thing.	That person grumbles not to have that thing.	0.3059521	0.51487154
